video_id,title,view_count,views_per_day,label,AI_Score
m8hkMlfK_zk,nunez screamer bournemouth v liverpool carabao cup extended highlights,1260283.0,1260283.0,0,0.04949852904848526
HWx2f0vGKWQ,don t scream literally,2202248.0,2202248.0,1,0.5879760415113633
GLRaQG9X7CE,clippers at lakers full game highlights november,2152080.0,2152080.0,1,0.6829786379722264
yAN5uspO_hk,shogun official trailer hiroyuki sanada cosmo jarvis anna sawai fx,1553130.0,1553130.0,1,0.6804572509098837
mxRYVdJn3Nc,carabao cup highlights everton burnley,190672.0,190672.0,0,0.020760604185098133
jSPZtVbVIT8,the sims for rent expansion pack official reveal trailer,568809.0,568809.0,0,0.044869398282781886
LyHauuJ6WeA,it s time for the good stuff christmas advert waitrose,46022.0,46022.0,0,0.08445924129748575
L7SpYFZzqlY,a magical christmas with lidls christmas tv advert lidl gb,70370.0,70370.0,0,0.060193357793241385
i8P2Ctb-BMQ,goldbridge best bits man united newcastle,492281.0,492281.0,0,0.03869981410524289
ZzJ2T_oa7q4,m s christmas food christmas advert,346277.0,346277.0,0,0.06908847841616492
9TP-B4y6Yr8,the chunkz filly show episode,1024515.0,146359.2857142857,0,0.1842359533690424
Eu4X_xkyQYs,manchester united out of the carabao cup craig burley is at a loss for words espn fc,351885.0,351885.0,0,0.07
fI9HO1mOs-4,five nights at freddy s pitch meeting,398714.0,398714.0,0,0.30706872289273873
cVUaem05qHI,west ham arsenal explosive rant fuming lee gunner fan cam sack him,47720.0,47720.0,0,0.03513268920358295
qDUlRijagio,darkest man got robbed chunkz filly show episode,371010.0,371010.0,0,0.07482283541723152
U1El3afetVY,schools shut and danger to life warnings as storm ciaran hits uk and channel islands itv news,172865.0,172865.0,0,0.05984982460482283
9To4vimvHYE,bullets vs steel at fps the slow mo guys,595943.0,595943.0,0,0.5435174839557715
fSwEDeelW_E,the greatest golf shot in history,771760.0,771760.0,0,0.03961516068518438
30jALc1_K7g,fortnite chapter season og return to tilted towers,1980975.0,1980975.0,1,0.09408847841616491
3UEWa6mpwGI,this is bad,43205.0,43205.0,0,0.15486269912346373
ytoQ5gNGPxA,get rid ten hag has to be supported man utd news,208576.0,208576.0,0,0.05913209040085343
NQ_HvTBaFoo,kingdom of the planet of the apes teaser trailer,2563944.0,2563944.0,1,0.13973461780851715
4cv3lIvnpiI,addressing the rumours,1483912.0,1483912.0,1,0.2110365084381506
TGo4jVWZOOY,christmas is here how to decorate the perfect first impression for christmas,152667.0,152667.0,0,0.07
Fjvu2uqp5jI,new og fortnite season battle pass season,539605.0,539605.0,0,0.09573042784115529
WpaW8PwZ_UU,the victor wembanyama era has begun,324692.0,324692.0,0,0.03955005173040399
ll_PWDXa8o4,wrx vs wrx,867909.0,867909.0,0,0.01
nKqPWmWOeaY,food battle trailer,293632.0,293632.0,0,0.1442345560959602
7YqCsTcsT30,danny aarons mocks tennessee in locked in jail locked in season ep footasylumofficial,901137.0,901137.0,0,0.04091249886034512
2TrQwYTVyoU,chelsea blackburn extended highlights carabao cup th round chelsea fc,1724716.0,1724716.0,1,0.08
Shz9iLeE6i4,please don t change feat dj snake,988249.0,988249.0,0,0.07728415539085955
EEIiKdYEEFA,amelia dimoldenberg goes on a date with spicy wings hot ones,1356730.0,1356730.0,0,0.08839471122009732
QbzmCyZWVqo,highlights gakpo goal nunez stunner in carabao cup bournemouth liverpool,1874336.0,937168.0,0,0.025
jbenGuVXqL0,meet our new baby name and gender reveal,87306.0,43653.0,0,0.03
8xe4ZXWWip0,t i ft kamo mphela vacay director s cut,56753.0,56753.0,0,0.04199134812009905
Csb-AFD58ww,primitive technology volute shaped blower,1081862.0,1081862.0,0,0.019667334199716936
SZzbWTXSGB8,closer to you feat major lazer,927161.0,927161.0,0,0.10428371327145973
SrVrF8zh-zY,spurs at suns full game highlights november,1630394.0,1630394.0,1,0.3053827427163648
m5mgFSZK9Uk,escape the night the movie promo,140275.0,140275.0,0,0.08968110767792693
pPj2KDJzTI8,nav baller official video,104098.0,104098.0,0,0.11660104963336514
bHXn-SU7YYg,the kid laroi bleed official video,342422.0,342422.0,0,0.06814097778338853
anOuY4dHmvA,loki season episode breakdown ending explained easter eggs trailer theories review,268278.0,268278.0,0,0.035
Opxhh9Oh3rg,the beatles now and then official music video,10779406.0,10779406.0,1,0.09419193285643045
mJJkY1-tFkQ,getting ready to go into locked in,198078.0,198078.0,0,0.06415047654842354
_iNwL_xuDhE,victor wembanyama makes history in career high performance november,2083733.0,2083733.0,1,0.06465015331160585
5l16N6_UtTE,barn find s turbo the rarest of the hot hatches,162327.0,162327.0,0,0.06403511499435123
C-OEVvT0Q-4,storm ciaran schools shut homes evacuated and properties without power itv news,265908.0,265908.0,0,0.08790586004178653
DW9_rbbNYng,rimzee gorilla ft tiggsdaauthor official music video,218841.0,218841.0,0,0.014298032451010866
UyFG_AWB0zM,this is why the model s plaid didnt come to the uk,124618.0,124618.0,0,0.054949838147718005
Gd_XaLDWZ_4,darwin nunez screamer bournemouth liverpool carabao cup highlights,533782.0,266891.0,0,0.025760604185098134
0bLptFf3EEE,dramatic night in saudi tyson fury v francis ngannou fight highlights furyngannou,392321.0,196160.5,0,0.10444473630472409
AFUKnherhuw,marvel studios echo official trailer disney and hulu,3156532.0,3156532.0,1,0.6905743063655367
UNo0TG9LwwI,jung kook standing next to you official mv,13221195.0,13221195.0,1,0.42303112607005533
AQfRHycUsmQ,mauga new hero gameplay trailer overwatch,1165987.0,1165987.0,0,0.21378454940651662
D1cEMLGvAQk,hate you,1634307.0,1634307.0,1,0.2210528795229473
BLkAfzuRruM,wembanyama will probably be an all star as a rookie stephen a on career high night first take,718585.0,718585.0,0,0.045
XbHsKPdBY_0,new fortnite og gameplay chapter returns,463799.0,463799.0,0,0.1134125567015413
eAdsNiMqO-4,tee grizzley the sopranos feat mgk official video,338441.0,338441.0,0,0.06475462099327839
VvSrHIX5a-0,godzilla minus one official trailer,1591343.0,1591343.0,1,0.09
0HBPeJIgET0,our biggest resin pour yet all to preserve a pumpkin,320762.0,320762.0,0,0.07577640329328482
6kUZSCaVfdo,version special program genshin impact,869100.0,869100.0,0,0.3250523902733089
DOZNRoL0310,megan thee stallion cobra official video,2522189.0,2522189.0,1,0.20549847463769996
1Ip43DfbkUw,version masquerade of the guilty trailer genshin impact,1161592.0,1161592.0,0,0.1727003826276016
0FKaIiRhUME,i broke this game so hard its whole universe gave up outpath,849330.0,849330.0,0,0.07129234079623735
CZLcCeH2dHU,fortnite chapter season og gameplay trailer,4442418.0,4442418.0,1,0.7821449970565846
nsl_neb2l5k,victor wembanyama scores pts in spurs win vs suns nba gametime,275609.0,275609.0,0,0.044890956680551417
VbR4Hs2zApU,little prince gameplay reveal new champion tv royale,1843151.0,921575.5,0,0.09482548006946147
p-F1KiQpEOQ,moving back home,140657.0,140657.0,0,0.06445433341203742
Nx8yh61Pk1E,shenseea beama feat lola brooke official music video,845817.0,845817.0,0,0.5594619665079342
4ZJl2VqjjgY,secret life ep a plan to win,213396.0,213396.0,0,0.12473602704747494
gHuaCwmx-Rg,diablo iv vessel of hatred expansion announce trailer,388002.0,388002.0,0,0.12285979365395548
PCLjZDkpBoY,mauga origin story overwatch blizzcon,501082.0,501082.0,0,0.20766943332459953
QTF-67El33I,the moons of uranus,244867.0,244867.0,0,0.008846663466154581
pZGxy7WoMdg,n calls everyone,3671931.0,3671931.0,1,0.08737070064925337
ICr_GDjyJG8,pauly shore proposes to drew barrymore the drew barrymore show,439616.0,439616.0,0,0.1413074967063921
zMIbGyDik24,loki x breakdown easter eggs details you missed,730810.0,730810.0,0,0.04492513276947285
nRYpj14DEvk,zombie airsoft battle,1755157.0,1755157.0,1,0.687749931832508
VodC8p8RYO4,matthew perry laid to rest friends cast in attendance e news,1720653.0,1720653.0,1,0.0740730848521777
_TbHamUQbg4,the new overwatch hero mauga is here,328626.0,328626.0,0,0.0746748544959522
KrOQSJCvxPg,heres how much snow youll get this year,1453971.0,1453971.0,0,0.06378278248568131
o03STclgxSc,the war within announce cinematic world of warcraft,1486079.0,1486079.0,1,0.08493882744847726
4DlbRC10CFY,world s biggest fears in lego,929078.0,929078.0,0,0.15109658386339184
Jgwfyhdg-Rc,cards decide our powers in blox fruits,311382.0,311382.0,0,0.04
7PAkVIFUZPQ,the beatles now and then my reaction breakdown,695700.0,695700.0,0,0.03
tCY_oxirO44,filly brings chaos to the locked in house locked in season ep footasylumofficial,959673.0,959673.0,0,0.039820865589025714
0zbGbsA3fRI,og fortnite season is the best,816264.0,816264.0,0,0.085
jPT6dQ8gExY,kangaroos v kiwis match highlights pacific championships,236571.0,236571.0,0,0.015
n1o_kZUWLbo,harry trotter only fools and horses bbc comedy greats,210239.0,210239.0,0,0.08789861304106028
oIWe4Sy52U0,qualifying highlights sao paulo grand prix,3746257.0,3746257.0,1,0.9965396004844626
ERLqcwzmEtE,extended carabao cup highlights everton burnley,171765.0,85882.5,0,0.019814477155474637
uwfrPINW67g,trading a penny to a car in hours,2350672.0,2350672.0,1,0.08973602704747494
BPpiSx9BQrA,harry kane scores hat trick in der klassiker borussia dortmund bayern munich highlights,1264321.0,1264321.0,0,0.09408864655361152
BLWlKdVJhmo,diaz scores late equaliser to deny hatters shock win luton liverpool pl highlights,769815.0,769815.0,0,0.2270541930214488
gxyvvmSvz20,aina bags first forest goal to end winless run nottingham forest aston villa pl highlights,391050.0,391050.0,0,0.05895598940624808
cpXMgZ_H8Rs,wedding plans what i m proud of baby names,113108.0,113108.0,0,0.10275110471499893
UhdaETKUZdM,a first pl defeat for arsenal this season newcastle arsenal premier league highlights,1077523.0,1077523.0,0,0.08449852904848526
9Y0NfKtZADs,fulham vs manchester united live with mark goldbridge,466259.0,466259.0,0,0.0
B_jDRFpUHWo,we cheated arsenal again howard webb var apology,176021.0,176021.0,0,0.035
6LCJmezoT5A,fm is actually good,97045.0,97045.0,0,0.08467899050923186
alRVAS004AU,bugatti veyron v red bull f car drag race,1018672.0,1018672.0,0,0.02833754839823986
jeJxDBaPZuo,i feel sick ashamed explosive mikel arteta rant newcastle arsenal,146847.0,146847.0,0,0.048727756092576874
snfIRjTQdp8,i played angryginge in ufc,297588.0,297588.0,0,0.05986066962054189
_PNSUP65yu4,bogdan dlp fato official video,1120060.0,1120060.0,0,0.2731589836770778
bKeu_9VwMhE,newcastle arsenal troopz match reaction absolutely embarrassing,78698.0,78698.0,0,0.039876454549880716
mOq9ZgMn_ME,auguste rodin wins the breeders cup turf a special horse special ride from ryan moore,112545.0,112545.0,0,0.07434425953687529
9ZhdnGria0w,boca juniors vs fluminense highlights conmebol libertadores,886629.0,886629.0,0,0.05906829216568636
qMag66r5DIE,sidemen memory challenge drawing edition,936687.0,936687.0,0,0.6654500500428863
0RKnjVL2kWA,ep suga with ii,4079721.0,4079721.0,1,0.42697954747600986
1ln43T5oH6A,aitch x nafesmallz landslide,127003.0,42334.333333333336,0,0.08060411455531818
palJn0hiow0,mongraal plays og fortnite ft ishowspeed,1259377.0,1259377.0,0,0.049222906210556826
ZbJXE3jpOS4,overnight survival challenge hobby lobby items only,592264.0,592264.0,0,0.02
4vUy9VaXZ3I,we threw a halloween party,601130.0,601130.0,0,0.04471969209629525
EhhOin2p5Qs,the insane engineering of the f,675072.0,675072.0,0,0.0055320427975086425
UI9Ae9g0Ea4,newcastle united arsenal extended premier league highlights,1481601.0,1481601.0,0,0.015
Az9i_xFMH-8,worst mmo ever alchemia story,277830.0,277830.0,0,0.08
StlAIipOoCk,kane hits bvb where it hurts bvb bayern highlights matchday bundesliga,1116350.0,1116350.0,0,0.0989534240490688
aau-c8l5z9c,character teaser furina member of the cast genshin impact,1481980.0,1481980.0,0,0.2365984261132997
VMUPrIMYF6E,how i won a tournament with a strange pokemon,307412.0,307412.0,0,0.05474808020162189
LmkiCDdf7Pc,the craziest youtuber builds and hypercars at sema,331703.0,331703.0,0,0.08707336387938333
2W6ZjDGygdE,i filled a city with trampolines,947880.0,947880.0,0,0.03
vGv73cfMcTs,i m the drama winter,487561.0,487561.0,0,0.07921108641493065
196MZNl5rqw,highlights leicester city leeds united rutter goal for big win,243180.0,121590.0,0,0.15963633256795437
m7oAcv6vI0I,minecraft protect the chicken,2316496.0,579124.0,0,0.0992618796658402
8b9UfXMBX-A,every goal i score i steal a player,232637.0,232637.0,0,0.03
sTPKsAfByUE,match highlights east bengal fc kerala blasters fc mw isl,571570.0,571570.0,0,0.07408847841616492
E4Zi7hSjMUw,i got every armour trim combination in minecraft hardcore,363927.0,363927.0,0,0.1
ZiWJ30qS-Ug,biking across america part,457273.0,457273.0,0,0.07840167270440573
f-KMpPn4AnI,recreating iconic og fortnite moments chappadoodle is back,217286.0,217286.0,0,0.06426380424490387
DT1gKHjhpG4,you seriously cant even make this up,122119.0,122119.0,0,0.12271074403857904
yEk5oIszcGI,family loved ones and friends stars farewell matthew perry today show australia,631790.0,631790.0,0,0.1783282773818238
Nvr7R_yL6f4,sml movie five nights at freddy s,3264983.0,3264983.0,1,0.23850984053992919
AlrMYsZcWTs,ishowspeeds live show in london,1133853.0,1133853.0,0,0.08483690663300748
MryvVbtosOc,danny aarons george baggs complain about joyce locked in season ep footasylumofficial,617082.0,617082.0,0,0.0453532574671414
ZzoUjrgj-1g,newcastle united arsenal premier league highlights,844249.0,844249.0,0,0.02485870740156816
im64Uvxqzmc,boca juniors arg vs fluminense bra libertadores highlights bein sports usa,174536.0,174536.0,0,0.0
59HJZIMVxAg,youngboy never broke again slime examination official music video,703826.0,703826.0,0,0.025
mziK5rV261c,phoniex wright snaps,345028.0,345028.0,0,0.13979726438879933
5PfhaL4q6Q8,the body swallowing bipedal ocean dwelling species in underwater explained,341723.0,341723.0,0,0.04021612700974698
lnYWqNfK0cw,thousands rally in dc in support of palestinians and ceasefire in gaza,94559.0,94559.0,0,0.04982086558902571
LAnm7QH1J7w,jung kook standing next to you iheartradio live,2167745.0,2167745.0,1,0.0633093144329064
iRnibCN39CE,food theory i tried weird fair food so you dont have to,454133.0,454133.0,0,0.08033638952345588
rg-2DSAL-Yw,nickeh reacts to og fortnite,883722.0,883722.0,0,0.029719846374967603
xTKXnfHByX8,i am become fancy theatre,1858522.0,1858522.0,1,0.11218034751223822
osOqnSNGj_A,sneaking backstage at the olympia,686200.0,686200.0,0,0.06
N4kqqOZAlZE,moving again our last video in colorado,259697.0,259697.0,0,0.08449852904848526
9K2KSi8FnG8,full cabin tour before after years of renovations,335302.0,335302.0,0,0.07488057241096117
FYF7l-lim10,film theory the amazing digital circus is lying to you,1421195.0,1421195.0,0,0.21876667842425113
iyV-xYb5VN4,full wwe crown jewel highlights,1628207.0,1628207.0,1,0.4457580467000571
9hxvY2z6hIc,try of the year tyrone green scores a worldie off marcus smith s kick assist,228650.0,114325.0,0,0.06434924197050941
mHYRgJfH9O4,iga swiatek vs aryna sabalenka wta finals semifinal wta match highlights,503162.0,503162.0,0,0.05408847841616492
iQyKV9TOxXU,what i really think of the beatles new song,212609.0,212609.0,0,0.07485461235205412
cpKuBlvef6A,why the international date line looks so stupid,554300.0,554300.0,0,0.06523544537981864
cQH0uwAj9g4,james maddison pranked by harry maguire on england duty a league of their own,46259.0,46259.0,0,0.07937156998631477
zC4ev5T72Bo,i played usa monopoly in real life episode,157050.0,157050.0,0,0.08
aS4rlEuYtyM,newcastle vs arsenal var debate should newcastle have been awarded a goal,299025.0,299025.0,0,0.06849560210627977
RRtD_7CxsxI,a chaotic start to the sao paulo grand prix,116786.0,116786.0,0,0.04
PbEtoNTsRI0,scooby doo vs courage the cowardly dog death battle,865676.0,865676.0,0,0.020365408590745662
ClU3aqamHGQ,semi auto official video jordan sandhu ft wazir patar latest punjabi songs new punjabi,441660.0,441660.0,0,0.6959423896162216
2fWsaEfQjZc,cities skylines but i elected an ai as the mayor,913509.0,913509.0,0,0.0736874435695236
p5AQFgSRUAY,new million dollar barstool content factory unveiled,269798.0,269798.0,0,0.07257818076570854
rAt9roLG9_E,astronauts eat this,282552.0,282552.0,0,0.09735467288772838
K265cb7vMCg,stan urban sings little queenie great balls of fire with sir tom the voice stage,339807.0,339807.0,0,0.06775020866371916
iF3lBYqrhas,raptors at spurs full game highlights november,841806.0,841806.0,0,0.27188737455835155
2-2P6Dpi6pg,new stranger things are back fortnite item shop november th fortnite og,123899.0,123899.0,0,0.045365408590745664
s6xuL9y2zes,watch the moment i figure out this german shepherds name at the shelter,699199.0,699199.0,0,0.045
bDIOa-KKcVI,eating the entire mcdonald s menu mukbang w behzinga,325407.0,325407.0,0,0.09746238983587933
ns8weNznn1Y,the family plan official trailer apple tv,2432325.0,2432325.0,1,0.10348182263931653
NOwwX-ck6aM,roma lecce highlights roma score twice in added time to secure comeback serie a,1204365.0,1204365.0,0,0.21581062285933383
u40PR0smj0c,potatoes it s so delicious that i make it almost every weekend no oven,6527379.0,3263689.5,1,0.07
mjnd-DOIBog,career in shirts with david beckham classic football shirts,110682.0,110682.0,0,0.03927165611999612
VSLtA6Nsfi8,i bought a mercedes with a mysterious engine issue fixed it for,324538.0,324538.0,0,0.05
Bw2QrAcoweg,win cash if you can finish this pizza challenge in maine beardmeatsfood,1793260.0,1793260.0,1,0.04874693701950955
m9E10tNSYPU,lego but everything is cursed,405277.0,405277.0,0,0.095
EGiELrGTCLw,why og fortnite should stay,861456.0,861456.0,0,0.04279747140536326
U7qnSoW3wXI,my audi rs made it to sema but its broken,765682.0,765682.0,0,0.055405103558597596
WkLTWmlTaJM,race highlights sao paulo grand prix,4877663.0,4877663.0,1,0.9937798367527165
IIEjsO2cUHU,luton liverpool a huge home point premier league highlights,988649.0,988649.0,0,0.065
xFPOQmdMbpI,sharky goes shopping for sneakers at kick game,123372.0,123372.0,0,0.0
AFuajhD2pO0,novak djokovic vs grigor dimitrov for the title paris final highlights,766911.0,766911.0,0,0.06093924405382744
cWSvI3F5kdQ,sans and papyrus song remastered an undertale rap by jt music to the bone,366652.0,366652.0,0,0.1
_ONzjf7JaaM,the ultimate house makeover it s almost finished,266368.0,53273.6,0,0.064424121192612
P0sVCUWJ6VU,m max macbook pro review mines faster than yours,104307.0,104307.0,0,0.1695656075365579
4_q5P4mnveA,harry pinero eliminates the first housemate locked in season ep footasylumofficial,730646.0,730646.0,0,0.05470363662536357
DLImpKaMr0Q,surviving in a homemade river house,562854.0,281427.0,0,0.038064310518022955
ib-ALfxIa7M,our baby has arrived,219559.0,219559.0,0,0.065
VyM5Okl0Wu0,coach pierce and aidan o connell postgame presser week vs giants raiders,130794.0,130794.0,0,0.06946705305507558
gM28bqRuu3w,full cody satori interview at the conjuring house,465254.0,465254.0,0,0.09
s40l2xCSWDo,kevin oconnells locker room speech following victory vs atlanta falcons,156648.0,156648.0,0,0.09702707995628329
kfyPnAqHqi8,surprising camari with and the iphone at her birthday party,324560.0,324560.0,0,0.08
68Opz--CJac,coach pierce s locker room victory speech vs giants raiders nfl,175937.0,175937.0,0,0.07991347460579926
Rsk5NH0X-rM,dead by daylight stranger things welcome back,350404.0,350404.0,0,0.06455708284712589
ZZvt7RW9hyw,tottenham hotspur vs chelsea fc premier league highlights week fubo canada,114548.0,114548.0,0,0.024654122876991348
yY5wZemtXHI,bts jung kook talks new single going platinum and teaches jimmy his standing next to you dance,3304683.0,3304683.0,1,0.2388627675310966
ak-fS1EA8Tg,the emperor s new groove and self love vs narcissism,178742.0,178742.0,0,0.03482872914858741
2J0qYaGbBFc,shakib well within his rights to have angelo mathews timed out michael vaughan,369436.0,369436.0,0,0.0498287291485874
vDolv0DB0E0,nhl highlights oilers vs canucks november,186810.0,186810.0,0,0.005
6QzMbiPgYOg,jung kook standing next to you the tonight show starring jimmy fallon,2718403.0,2718403.0,1,0.1947149982947478
MAw56vEL22s,bathroom makeover part it s all going wrong thrifting tile and vanities,105708.0,105708.0,0,0.11202467677034114
6xJptj7AVSA,sam official trailer vicky kaushal meghna gulzar ronnie s in cinemas,5127945.0,5127945.0,1,0.45553706077388845
1AoSXyVbCe4,oneplus wants me back oneplus open,402048.0,402048.0,0,0.09952970672375173
n666C0Qs-Ik,im devastated men we ended up getting sacrificed tottenham chelsea expressions reacts,253527.0,253527.0,0,0.03
svmZ8R_nNwE,nhl highlights lightning vs maple leafs november,198426.0,198426.0,0,0.005
Ltd14FTiKhs,the edmonton oilers are broken,124947.0,124947.0,0,0.02
6TPqyaIiDxM,survive and advance pga tour q school,164638.0,164638.0,0,0.1303252830481047
j8bEWn2E9uo,short wake up flow minute morning yoga,96173.0,96173.0,0,0.049655802789976944
Ltmi2exS7CY,buying everything in one color for my little sister no budget,625690.0,625690.0,0,0.04950278946002297
ICZww0DtQKk,ancient roman garum revisited,300326.0,300326.0,0,0.12150279459243814
10l7y6AFDsU,what it is like to be max verstappen s race engineer talking bull f,316768.0,316768.0,0,0.08990654118245481
bNlGWgjjEyY,i built a lego museum with exhibits,372040.0,372040.0,0,0.09104160925158465
cDfaqwp4dOk,i blew up my cheap audi rs that i rebuilt,1212522.0,1212522.0,0,0.10964070468241548
AGDtbUfto9c,angelo mathews vs shakib al hasan on the biggest controversy in the history of cricket timed out,810056.0,810056.0,0,0.04984829177506861
V68RE0M8zhk,qualcomm takes on apple the battle for chip speed,296758.0,296758.0,0,0.044679679626345496
qFbbhIztsVs,why i still do not own an e mtb despite having everything else,239820.0,239820.0,0,0.06749591935905902
tC-rRhQcnlI,reacher season official trailer prime video,2288132.0,2288132.0,1,0.09291298387980478
EN79SfbcvIE,character demo furina all the world s a stage genshin impact,2692991.0,2692991.0,1,0.1029647145569298
uwmDH12MAA4,the marvels final trailer in theaters friday,3732847.0,3732847.0,1,0.1779192385908364
uD2R9soJN9o,my brother reunited with us after years in the philippines very emotional,418683.0,418683.0,0,0.049926772119624124
xqdaVkJSNWg,chris brown nightmares official video ft byron messia,648813.0,648813.0,0,0.12448232101193828
5OcpNleUlJE,state opening of parliament,80798.0,80798.0,0,0.10803184133535337
zKWpWuLWv5U,griezmann stars for atleti atletico madrid celtic champions league group stage highlights,400415.0,400415.0,0,0.07995885059869687
O5Q8_cPBt9U,citizens seal knockout spot man city young boys champions league group stage highlights,380203.0,380203.0,0,0.07289121672832043
ke6Hw-B3ylE,leao giroud win it for milan ac milan psg champions league group stage highlights,355378.0,355378.0,0,0.06861295083304383
wcJB0EooDEE,madame joyce takes control of the locked in house locked in season ep footasylumofficial,707110.0,707110.0,0,0.03969284082503855
YdzP7UPUoW8,tottenham hotspur v chelsea premier league highlights nbc sports,1079751.0,1079751.0,0,0.045
o5SYw2mhLZI,colorado vs lsu hall of fame series women s basketball highlights,192269.0,192269.0,0,0.1301863725811815
cLLF8yJ2Gt4,becky g ivan cornejo ndo chance live performance,91944.0,91944.0,0,0.2457800742691357
g38LvgQ9k7Q,we watched the best flag football quarterback in pads grayson rozell,382422.0,382422.0,0,0.029769853948577247
8vCV_oiJUSQ,we opened the p o box again,209147.0,209147.0,0,0.059875766117058304
_BJy3tVc6QE,tottenham chelsea highlights premier league,5339816.0,5339816.0,1,0.11
bKdbjGmF3pg,leaving the baby home alone she freaks out,158230.0,158230.0,0,0.0644218010200479
1cjtBOF4osM,megan thee stallion cobra official visualizer,194136.0,194136.0,0,0.22060719075426088
C8kiYbk6NnU,why america votes on tuesdays november,52321.0,52321.0,0,0.05633822853864089
sIs2vo5r-Xw,that was just sheer madness that spurs vs chelsea reaction the gary neville podcast,397623.0,397623.0,0,0.04489763235667155
6f-HA-oi4mY,failing the hard challenge,122451.0,122451.0,0,0.11359063162937647
etqWrwAL1_E,chris brown nightmares audio ft byron messia,220417.0,220417.0,0,0.07497083573321423
Rn_6E-0bhkA,post raw connor mcdavid,59518.0,59518.0,0,0.15362579544595645
8JPHOD-tDkk,highlights manchester city vs young boys uefa champions league,102870.0,102870.0,0,0.0
1p2cafgpD1M,soojin official mv,3730780.0,3730780.0,1,0.8656161247565968
XfZSKE9n9UM,the marvels review,165234.0,165234.0,0,0.01
78JQFN4NLKk,dead by daylight chucky official trailer,483330.0,483330.0,0,0.005
XGpkMeuxDwU,highlights ac milan vs psg uefa champions league,181744.0,181744.0,0,0.010149028929385812
WXW07BA5FmU,the official gta trailer announcement confirmed by rockstar games,365648.0,365648.0,0,0.1047420108847691
wcu0GDMfW6w,og fortnite with josh filly pieface,435697.0,435697.0,0,0.07637539149516175
U8A5sK5PRCI,kiss of life bad news official music video,2727353.0,2727353.0,1,0.08978656802725965
Ud6R9ziMNW8,furina changes everything c furina guide build best artifacts teams and weapons genshin,229765.0,229765.0,0,0.052485281163420355
d15z6Xyvim0,you re wearing your socks wrong style theory,492967.0,492967.0,0,0.14469698594830704
e4LuhgBtsyY,why did you send this to me,691270.0,691270.0,0,0.1142850970757449
Yx2pRt-KWGM,c furina is godly weapon showcase genshin impact,406607.0,406607.0,0,0.015
xSMnPdumSbk,mongraal x mitr is back,923011.0,923011.0,0,0.05
mADA7WhC1hU,can shayne guess our music taste,325404.0,325404.0,0,0.08497944146710404
t5cyeXO3-oM,the greatest game show on youtube,913023.0,913023.0,0,0.12394917644652632
wT2b0YFdYXs,real twin telepathy test ft merrell twins,91196.0,91196.0,0,0.08665684206742107
qdd2GZ0DVgc,openai gpt turbo event everything revealed in minutes,138079.0,69039.5,0,0.02
4hT32ptuCgk,watch this cats reaction to hearing owners voice over ring ringtv,149319.0,74659.5,0,0.019183819459673967
E12dSv3YyjI,a pro keeper has never faced a football like this until now,194121.0,194121.0,0,0.06480120704284091
V3eHFUoTeCY,madrid seal last spot real madrid braga champions league group stage highlights,245855.0,245855.0,0,0.08942301299485904
pxkE7zi-WZA,kane nets brace bayern munich galatasaray champions league group stage highlights,435149.0,435149.0,0,0.029728893904126082
